Country,State,District,City,Pincode,Urban_Rural
India,Bihar,Munger,Jehanabad,117131,Urban
India,Bihar,Munger,Saharsa,112397,Urban
India,Bihar,Munger,Saharsa,112375,Rural
India,Bihar,Munger,Saharsa,114619,Rural
India,Bihar,Munger,Kishanganj,111158,Urban
India,Bihar,Munger,Kishanganj,116526,Urban
India,Bihar,Munger,Kishanganj,116416,Urban
India,Bihar,Munger,Nawada,116591,Urban
India,Bihar,Munger,Nawada,119751,Urban
India,Bihar,Munger,Nawada,112199,Rural
India,Bihar,Munger,Nawada,111920,Urban
India,Bihar,Munger,Nawada,117643,Rural
India,Bihar,Munger,Nawada,114278,Rural
India,Bihar,Munger,Nawada,119515,Urban
India,Bihar,Munger,Nawada,110127,Rural
India,Bihar,Muzaffarpur,Motihari,110807,Urban
India,Bihar,Muzaffarpur,Motihari,115874,Urban
India,Bihar,Muzaffarpur,Motihari,117635,Urban
India,Bihar,Muzaffarpur,Sasaram,117246,Urban
India,Bihar,Muzaffarpur,Sasaram,110595,Urban
India,Bihar,Muzaffarpur,Sasaram,111679,Rural
India,Bihar,Muzaffarpur,Muzaffarpur,110219,Rural
India,Bihar,Muzaffarpur,Muzaffarpur,116744,Rural
India,Bihar,Muzaffarpur,Darbhanga,113057,Urban
India,Bihar,Muzaffarpur,Darbhanga,116434,Rural
India,Bihar,Muzaffarpur,Darbhanga,116015,Rural
India,Bihar,Muzaffarpur,Darbhanga,110950,Rural
India,Bihar,Muzaffarpur,Darbhanga,110429,Urban
India,Bihar,Muzaffarpur,Siwan,118777,Urban
India,Bihar,Muzaffarpur,Siwan,110878,Rural
India,Bihar,Muzaffarpur,Siwan,118620,Rural
India,Bihar,Muzaffarpur,Siwan,115735,Urban
India,Bihar,Muzaffarpur,Patna,116756,Urban
India,Bihar,Muzaffarpur,Patna,111816,Rural
India,Bihar,Muzaffarpur,Patna,116277,Urban
India,Bihar,Muzaffarpur,Patna,112532,Rural
India,Bihar,Muzaffarpur,Patna,119328,Rural
India,Bihar,Muzaffarpur,Patna,111178,Urban
India,Bihar,Muzaffarpur,Patna,113785,Rural
India,Bihar,Muzaffarpur,Patna,110128,Rural
India,Bihar,Muzaffarpur,Begusarai,111546,Urban
India,Bihar,Muzaffarpur,Begusarai,113605,Rural
India,Bihar,Muzaffarpur,Begusarai,119604,Urban
India,Bihar,Muzaffarpur,Begusarai,115441,Rural
India,Bihar,Muzaffarpur,Begusarai,111414,Urban
India,Bihar,Muzaffarpur,Begusarai,116464,Urban
India,Bihar,Muzaffarpur,Begusarai,114326,Rural
India,Bihar,Muzaffarpur,Begusarai,119560,Urban
India,Bihar,Muzaffarpur,Aurangabad,118761,Urban
India,Bihar,Muzaffarpur,Aurangabad,111391,Urban
India,Bihar,Muzaffarpur,Aurangabad,111827,Rural
India,Bihar,Muzaffarpur,Aurangabad,117493,Rural
India,Bihar,Muzaffarpur,Aurangabad,116168,Urban
India,Bihar,Muzaffarpur,Aurangabad,113259,Urban
India,Bihar,Muzaffarpur,Aurangabad,119826,Urban
India,Bihar,Muzaffarpur,Saharsa,113215,Urban
India,Bihar,Muzaffarpur,Saharsa,114046,Urban
India,Bihar,Muzaffarpur,Saharsa,113687,Urban
India,Bihar,Muzaffarpur,Saharsa,110963,Urban
India,Bihar,Nalanda,Munger,118273,Urban
India,Bihar,Nalanda,Munger,111318,Urban
India,Bihar,Nalanda,Munger,111267,Rural
India,Bihar,Nalanda,Munger,114948,Urban
India,Bihar,Nalanda,Nawada,115915,Urban
India,Bihar,Nalanda,Nawada,111041,Rural
India,Bihar,Nalanda,Nawada,110907,Urban
India,Bihar,Nalanda,Nawada,118212,Rural
India,Bihar,Nalanda,Aurangabad,118328,Urban
India,Bihar,Nalanda,Aurangabad,114727,Urban
India,Bihar,Nalanda,Aurangabad,114097,Rural
India,Bihar,Nalanda,Aurangabad,115322,Urban
India,Bihar,Nalanda,Aurangabad,115874,Rural
India,Bihar,Nalanda,Sasaram,110277,Rural
India,Bihar,Nalanda,Sasaram,116655,Rural
India,Bihar,Nalanda,Muzaffarpur,110012,Urban
India,Bihar,Nalanda,Muzaffarpur,112290,Urban
India,Bihar,Nalanda,Muzaffarpur,113822,Urban
India,Bihar,Nawada,Aurangabad,117865,Rural
India,Bihar,Nawada,Aurangabad,114116,Urban
India,Bihar,Nawada,Aurangabad,115433,Urban
India,Bihar,Nawada,Aurangabad,113971,Rural
India,Bihar,Nawada,Munger,114801,Urban
India,Bihar,Nawada,Munger,113931,Urban
India,Bihar,Nawada,Munger,113191,Rural
India,Bihar,Nawada,Katihar,117099,Urban
India,Bihar,Nawada,Katihar,112988,Urban
India,Bihar,Nawada,Katihar,111328,Rural
India,Bihar,Nawada,Arrah,117797,Urban
India,Bihar,Nawada,Arrah,116803,Urban
India,Bihar,Nawada,Arrah,119693,Rural
India,Bihar,Nawada,Arrah,114839,Urban
India,Bihar,Nawada,Arrah,113632,Urban
India,Bihar,Nawada,Arrah,119261,Urban
India,Bihar,Nawada,Nawada,119082,Rural
India,Bihar,Nawada,Nawada,118061,Rural
India,Bihar,Nawada,Nawada,113995,Urban
India,Bihar,Nawada,Nawada,112201,Rural
India,Bihar,Nawada,Nawada,119283,Rural
India,Bihar,Nawada,Nawada,110058,Rural
India,Bihar,Nawada,Nawada,114059,Urban
India,Bihar,Nawada,Nawada,110085,Rural
India,Bihar,Nawada,Kishanganj,118373,Urban
India,Bihar,Nawada,Kishanganj,117916,Rural
India,Bihar,Nawada,Hajipur,118027,Rural
India,Bihar,Nawada,Hajipur,113359,Urban
India,Bihar,Nawada,Hajipur,118756,Rural
India,Bihar,Nawada,Darbhanga,119724,Urban
India,Bihar,Nawada,Darbhanga,118871,Urban
India,Bihar,Nawada,Darbhanga,115565,Rural
India,Bihar,Nawada,Darbhanga,117126,Urban
India,Bihar,Nawada,Darbhanga,119047,Urban
India,Bihar,Nawada,Darbhanga,119450,Rural
India,Bihar,Nawada,Darbhanga,118284,Urban
India,Bihar,Nawada,Purnia,117970,Rural
India,Bihar,Nawada,Purnia,113706,Urban
India,Bihar,Nawada,Purnia,119482,Urban
India,Bihar,Nawada,Purnia,115028,Rural
India,Bihar,Nawada,Purnia,119200,Urban
India,Bihar,Nawada,Purnia,118006,Urban
India,Bihar,Nawada,Purnia,111281,Urban
India,Bihar,Nawada,Dehri,119408,Urban
India,Bihar,Nawada,Dehri,117274,Urban
India,Bihar,Nawada,Bhagalpur,119018,Urban
India,Bihar,Nawada,Bhagalpur,111171,Urban
India,Bihar,Nawada,Bhagalpur,110734,Urban
India,Bihar,Nawada,Bhagalpur,116096,Rural
India,Bihar,Nawada,Gaya,113243,Urban
India,Bihar,Nawada,Gaya,118249,Rural
India,Bihar,Nawada,Gaya,114722,Urban
India,Bihar,Nawada,Gaya,117936,Urban
India,Bihar,Nawada,Gaya,117935,Rural
India,Bihar,Nawada,Danapur,111595,Urban
India,Bihar,Nawada,Danapur,114403,Urban
India,Bihar,Nawada,Danapur,111190,Rural
India,Bihar,Nawada,Danapur,111707,Urban
India,Bihar,Nawada,Bettiah,110674,Rural
India,Bihar,Nawada,Bettiah,112688,Rural
India,Bihar,Patna,Jehanabad,117765,Rural
India,Bihar,Patna,Jehanabad,110610,Rural
India,Bihar,Patna,Sitamarhi,110014,Urban
India,Bihar,Patna,Sitamarhi,113965,Rural
India,Bihar,Patna,Sitamarhi,118314,Urban
India,Bihar,Patna,Sitamarhi,116232,Urban
India,Bihar,Patna,Sitamarhi,112370,Rural
India,Bihar,Patna,Sitamarhi,111093,Urban
India,Bihar,Patna,Sitamarhi,113319,Rural
India,Bihar,Patna,Sitamarhi,115827,Rural
India,Bihar,Patna,Bihar Sharif,117027,Urban
India,Bihar,Patna,Bihar Sharif,116054,Urban
India,Bihar,Patna,Buxar,118436,Urban
India,Bihar,Patna,Buxar,111509,Rural
India,Bihar,Patna,Buxar,113655,Rural
India,Bihar,Patna,Buxar,118084,Rural
India,Bihar,Patna,Danapur,117142,Urban
India,Bihar,Patna,Danapur,113990,Urban
India,Bihar,Patna,Siwan,113240,Urban
India,Bihar,Patna,Siwan,114570,Urban
India,Bihar,Patna,Siwan,110369,Urban
India,Bihar,Patna,Siwan,117860,Urban
India,Bihar,Patna,Siwan,112666,Urban
India,Bihar,Patna,Siwan,112114,Urban
India,Bihar,Patna,Motihari,117638,Urban
India,Bihar,Patna,Motihari,117648,Rural
India,Bihar,Patna,Motihari,116679,Urban
India,Bihar,Patna,Motihari,117055,Urban
India,Bihar,Patna,Motihari,114886,Urban
India,Bihar,Patna,Motihari,111904,Urban
India,Bihar,Patna,Muzaffarpur,111297,Urban
India,Bihar,Patna,Muzaffarpur,114122,Urban
India,Bihar,Patna,Muzaffarpur,112297,Urban
India,Bihar,Patna,Muzaffarpur,111116,Urban
India,Bihar,Patna,Muzaffarpur,118170,Rural
India,Bihar,Patna,Muzaffarpur,112106,Rural
India,Bihar,Patna,Muzaffarpur,113200,Urban
India,Bihar,Patna,Muzaffarpur,112628,Urban
India,Bihar,Patna,Sasaram,111298,Urban
India,Bihar,Patna,Sasaram,118692,Urban
India,Bihar,Patna,Sasaram,118352,Urban
India,Bihar,Patna,Sasaram,116015,Urban
India,Bihar,Patna,Kishanganj,111315,Urban
India,Bihar,Patna,Kishanganj,116952,Urban
India,Bihar,Patna,Purnia,111618,Urban
India,Bihar,Patna,Purnia,111647,Urban
India,Bihar,Patna,Darbhanga,119671,Urban
India,Bihar,Patna,Darbhanga,116424,Rural
India,Bihar,Patna,Aurangabad,118059,Urban
India,Bihar,Patna,Aurangabad,118848,Rural
India,Bihar,Patna,Aurangabad,113337,Rural
India,Bihar,Patna,Aurangabad,115337,Rural
India,Bihar,Patna,Aurangabad,117907,Urban
India,Bihar,Patna,Aurangabad,111449,Rural
India,Bihar,Patna,Aurangabad,118223,Rural
India,Bihar,Patna,Arrah,113272,Rural
India,Bihar,Patna,Arrah,112507,Urban
India,Bihar,Patna,Begusarai,118605,Rural
India,Bihar,Patna,Begusarai,117685,Rural
India,Bihar,Patna,Begusarai,119986,Urban
India,Bihar,Patna,Begusarai,119020,Urban
India,Bihar,Patna,Begusarai,118577,Rural
India,Bihar,Patna,Begusarai,111428,Urban
India,Bihar,Patna,Begusarai,116729,Urban
India,Bihar,Purnia,Begusarai,110530,Urban
India,Bihar,Purnia,Begusarai,112711,Urban
India,Bihar,Purnia,Begusarai,115395,Rural
India,Bihar,Purnia,Begusarai,115266,Urban
India,Bihar,Purnia,Darbhanga,115424,Urban
India,Bihar,Purnia,Darbhanga,113487,Urban
India,Bihar,Purnia,Darbhanga,117760,Urban
India,Bihar,Purnia,Darbhanga,114913,Urban
India,Bihar,Purnia,Darbhanga,115283,Urban
India,Bihar,Purnia,Darbhanga,116989,Urban
India,Bihar,Purnia,Darbhanga,117304,Urban
India,Bihar,Purnia,Darbhanga,118226,Rural
India,Bihar,Purnia,Bettiah,119261,Urban
India,Bihar,Purnia,Bettiah,117495,Urban
India,Bihar,Purnia,Hajipur,116119,Urban
India,Bihar,Purnia,Hajipur,118040,Rural
India,Bihar,Purnia,Hajipur,114261,Urban
India,Bihar,Purnia,Hajipur,112955,Urban
India,Bihar,Purnia,Hajipur,118638,Urban
India,Bihar,Purnia,Hajipur,112238,Urban
India,Bihar,Purnia,Hajipur,111925,Rural
India,Bihar,Purnia,Bhagalpur,111888,Urban
India,Bihar,Purnia,Bhagalpur,111265,Urban
India,Bihar,Purnia,Bhagalpur,110101,Urban
India,Bihar,Purnia,Bhagalpur,112345,Urban
India,Bihar,Purnia,Bhagalpur,114907,Rural
India,Bihar,Purnia,Arrah,115646,Urban
India,Bihar,Purnia,Arrah,114709,Rural
India,Bihar,Purnia,Nawada,111377,Urban
India,Bihar,Purnia,Nawada,116751,Urban
India,Bihar,Purnia,Nawada,118223,Urban
India,Bihar,Purnia,Nawada,118647,Rural
India,Bihar,Purnia,Nawada,113953,Rural
India,Bihar,Purnia,Nawada,115999,Urban
India,Bihar,Purnia,Nawada,117482,Rural
India,Bihar,Purnia,Nawada,111061,Rural
India,Bihar,Purnia,Siwan,115781,Urban
India,Bihar,Purnia,Siwan,113027,Rural
India,Bihar,Purnia,Siwan,112640,Urban
India,Bihar,Purnia,Siwan,115770,Urban
India,Bihar,Purnia,Siwan,113952,Urban
India,Bihar,Purnia,Siwan,116977,Urban
India,Bihar,Purnia,Siwan,117514,Urban
India,Bihar,Purnia,Jehanabad,112027,Urban
India,Bihar,Purnia,Jehanabad,113407,Urban
India,Bihar,Purnia,Jehanabad,117619,Urban
India,Bihar,Purnia,Jehanabad,119744,Rural
India,Bihar,Purnia,Jehanabad,114697,Urban
India,Bihar,Purnia,Jehanabad,117494,Urban
India,Bihar,Purnia,Jehanabad,119642,Urban
India,Bihar,Purnia,Jehanabad,110250,Urban
India,Bihar,Purnia,Munger,116736,Urban
India,Bihar,Purnia,Munger,113165,Urban
India,Bihar,Purnia,Munger,118626,Urban
India,Bihar,Purnia,Bagaha,117664,Urban
India,Bihar,Purnia,Bagaha,110408,Urban
India,Bihar,Purnia,Bagaha,113179,Urban
India,Bihar,Purnia,Bagaha,116173,Urban
India,Bihar,Purnia,Bagaha,114371,Urban
India,Bihar,Purnia,Bagaha,115074,Urban
India,Bihar,Purnia,Bagaha,114957,Rural
India,Bihar,Purnia,Bagaha,112635,Rural
India,Bihar,Purnia,Sitamarhi,118478,Urban
India,Bihar,Purnia,Sitamarhi,118299,Urban
India,Bihar,Purnia,Sitamarhi,113465,Urban
India,Bihar,Purnia,Danapur,117371,Urban
India,Bihar,Purnia,Danapur,110437,Urban
India,Bihar,Purnia,Danapur,118921,Urban
India,Bihar,Purnia,Danapur,111504,Rural
India,Bihar,Purnia,Danapur,110903,Urban
India,Bihar,Purnia,Danapur,115770,Rural
India,Bihar,Purnia,Danapur,112462,Rural
India,Bihar,Purnia,Danapur,115272,Urban
India,Bihar,Purnia,Patna,111982,Rural
India,Bihar,Purnia,Patna,111467,Urban
India,Bihar,Purnia,Patna,115806,Rural
India,Bihar,Purnia,Patna,118247,Urban
India,Bihar,Purnia,Patna,112218,Urban
India,Bihar,Rohtas,Sitamarhi,112237,Urban
India,Bihar,Rohtas,Sitamarhi,112986,Urban
India,Bihar,Rohtas,Sitamarhi,112574,Rural
India,Bihar,Rohtas,Darbhanga,110431,Urban
India,Bihar,Rohtas,Darbhanga,111198,Urban
India,Bihar,Rohtas,Darbhanga,110954,Urban
India,Bihar,Rohtas,Darbhanga,110694,Urban
India,Bihar,Rohtas,Darbhanga,113017,Rural
India,Bihar,Rohtas,Bhagalpur,113713,Urban
India,Bihar,Rohtas,Bhagalpur,112686,Urban
India,Bihar,Rohtas,Bhagalpur,116551,Urban
India,Bihar,Rohtas,Bhagalpur,114670,Rural
India,Bihar,Rohtas,Bhagalpur,119394,Urban
India,Bihar,Rohtas,Bhagalpur,117586,Urban
India,Bihar,Rohtas,Bhagalpur,115309,Urban
India,Bihar,Rohtas,Gaya,113384,Urban
India,Bihar,Rohtas,Gaya,110018,Urban
India,Bihar,Rohtas,Gaya,117919,Urban
India,Bihar,Rohtas,Gaya,116007,Urban
India,Bihar,Rohtas,Gaya,117135,Urban
India,Bihar,Rohtas,Gaya,112632,Urban
India,Bihar,Rohtas,Gaya,111806,Urban
India,Bihar,Rohtas,Jehanabad,113377,Rural
India,Bihar,Rohtas,Jehanabad,115932,Rural
India,Bihar,Rohtas,Jehanabad,111130,Urban
India,Bihar,Rohtas,Jehanabad,113236,Urban
India,Bihar,Rohtas,Jehanabad,112458,Urban
India,Bihar,Rohtas,Jehanabad,119881,Urban
India,Bihar,Rohtas,Jehanabad,110052,Urban
India,Bihar,Rohtas,Bagaha,118239,Urban
India,Bihar,Rohtas,Bagaha,113947,Rural
India,Bihar,Rohtas,Bagaha,118323,Urban
India,Bihar,Rohtas,Bagaha,110454,Urban
India,Bihar,Rohtas,Bagaha,113054,Rural
India,Bihar,Rohtas,Hajipur,118423,Urban
India,Bihar,Rohtas,Hajipur,119573,Urban
India,Bihar,Rohtas,Hajipur,116692,Rural
India,Bihar,Rohtas,Hajipur,118764,Rural
India,Bihar,Rohtas,Hajipur,116104,Urban
India,Bihar,Rohtas,Hajipur,113680,Urban
India,Bihar,Rohtas,Hajipur,112252,Urban
India,Bihar,Rohtas,Hajipur,110158,Rural
India,Bihar,Rohtas,Katihar,114705,Rural
India,Bihar,Rohtas,Katihar,114416,Urban
India,Bihar,Rohtas,Katihar,110673,Urban
India,Bihar,Rohtas,Purnia,115570,Urban
India,Bihar,Rohtas,Purnia,113177,Urban
India,Bihar,Rohtas,Purnia,115506,Rural
India,Bihar,Rohtas,Purnia,118126,Urban
India,Bihar,Rohtas,Purnia,113193,Urban
India,Bihar,Rohtas,Muzaffarpur,110645,Urban
India,Bihar,Rohtas,Muzaffarpur,119500,Urban
India,Bihar,Rohtas,Muzaffarpur,114274,Rural
India,Bihar,Rohtas,Muzaffarpur,115486,Rural
India,Bihar,Rohtas,Muzaffarpur,110871,Rural
India,Bihar,Rohtas,Munger,111896,Urban
India,Bihar,Rohtas,Munger,115891,Urban
India,Bihar,Rohtas,Munger,115518,Urban
India,Bihar,Rohtas,Bettiah,118571,Rural
India,Bihar,Rohtas,Bettiah,112522,Urban
India,Bihar,Rohtas,Bettiah,113326,Rural
India,Bihar,Rohtas,Bettiah,112158,Urban
India,Bihar,Rohtas,Bettiah,118236,Urban
India,Bihar,Rohtas,Bettiah,110884,Urban
India,Bihar,Rohtas,Bettiah,110484,Urban
India,Bihar,Rohtas,Bettiah,118891,Urban
India,Bihar,Rohtas,Aurangabad,113096,Urban
India,Bihar,Rohtas,Aurangabad,118964,Rural
India,Bihar,Rohtas,Aurangabad,113734,Rural
India,Bihar,Rohtas,Aurangabad,115855,Urban
India,Bihar,Rohtas,Aurangabad,112002,Urban
India,Bihar,Rohtas,Motihari,118668,Urban
India,Bihar,Rohtas,Motihari,116726,Rural
India,Bihar,Rohtas,Motihari,114229,Urban
India,Bihar,Rohtas,Motihari,113488,Urban
India,Bihar,Rohtas,Motihari,119783,Urban
India,Bihar,Rohtas,Motihari,119093,Rural
India,Bihar,Rohtas,Arrah,118177,Urban
India,Bihar,Rohtas,Arrah,112946,Rural
India,Bihar,Rohtas,Arrah,118313,Urban
India,Bihar,Rohtas,Arrah,111953,Rural
India,Bihar,Rohtas,Arrah,114344,Urban
India,Bihar,Saharsa,Purnia,119077,Urban
India,Bihar,Saharsa,Purnia,117229,Rural
India,Bihar,Saharsa,Purnia,119047,Urban
India,Bihar,Saharsa,Purnia,113456,Urban
India,Bihar,Saharsa,Purnia,116780,Urban
India,Bihar,Saharsa,Purnia,119251,Urban
India,Bihar,Saharsa,Purnia,111556,Rural
India,Bihar,Saharsa,Bhagalpur,117732,Urban
India,Bihar,Saharsa,Bhagalpur,116987,Rural
India,Bihar,Saharsa,Bhagalpur,116946,Urban
India,Bihar,Saharsa,Munger,111816,Urban
India,Bihar,Saharsa,Munger,110157,Rural
India,Bihar,Saharsa,Munger,114333,Rural
India,Bihar,Saharsa,Munger,117075,Urban
India,Bihar,Saharsa,Munger,116780,Urban
India,Bihar,Saharsa,Bihar Sharif,114611,Urban
India,Bihar,Saharsa,Bihar Sharif,118074,Urban
India,Bihar,Saharsa,Bihar Sharif,118859,Urban
India,Bihar,Saharsa,Bihar Sharif,116227,Urban
India,Bihar,Saharsa,Bihar Sharif,117236,Urban
India,Bihar,Saharsa,Bihar Sharif,115111,Rural
India,Bihar,Saharsa,Bihar Sharif,118132,Rural
India,Bihar,Saharsa,Bihar Sharif,119434,Urban
India,Bihar,Saharsa,Danapur,111557,Urban
India,Bihar,Saharsa,Danapur,110052,Rural
India,Bihar,Saharsa,Danapur,118788,Rural
India,Bihar,Saharsa,Danapur,110475,Urban
India,Bihar,Saharsa,Danapur,112172,Urban
India,Bihar,Saharsa,Danapur,110128,Rural
India,Bihar,Saharsa,Danapur,115440,Urban
India,Bihar,Saharsa,Nawada,112242,Urban
India,Bihar,Saharsa,Nawada,116459,Urban
India,Bihar,Saharsa,Nawada,117845,Rural
India,Bihar,Saharsa,Nawada,116436,Urban
India,Bihar,Saharsa,Nawada,112171,Urban
India,Bihar,Saharsa,Nawada,118126,Rural
India,Bihar,Saharsa,Sitamarhi,113823,Urban
India,Bihar,Saharsa,Sitamarhi,119519,Rural
India,Bihar,Saharsa,Sitamarhi,115808,Urban
India,Bihar,Saharsa,Sitamarhi,110073,Urban
India,Bihar,Saharsa,Sitamarhi,112984,Urban
India,Bihar,Saharsa,Sitamarhi,115119,Urban
India,Bihar,Saharsa,Katihar,112708,Urban
India,Bihar,Saharsa,Katihar,110281,Rural
India,Bihar,Saharsa,Katihar,112634,Urban
India,Bihar,Saharsa,Buxar,113784,Rural
India,Bihar,Saharsa,Buxar,118906,Urban
India,Bihar,Saharsa,Buxar,112996,Rural
India,Bihar,Saharsa,Buxar,111642,Urban
India,Bihar,Saharsa,Buxar,117154,Urban
India,Bihar,Saharsa,Gaya,115487,Urban
India,Bihar,Saharsa,Gaya,111058,Rural
India,Bihar,Saharsa,Jamalpur,118374,Rural
India,Bihar,Saharsa,Jamalpur,113099,Urban
India,Bihar,Saharsa,Jamalpur,110345,Urban
India,Bihar,Saharsa,Jamalpur,110121,Rural
India,Bihar,Saharsa,Jamalpur,119962,Urban
India,Bihar,Saharsa,Jamalpur,117556,Urban
India,Bihar,Saharsa,Jamalpur,113488,Urban
India,Bihar,Saharsa,Chhapra,119358,Urban
India,Bihar,Saharsa,Chhapra,113965,Urban
India,Bihar,Saharsa,Chhapra,111317,Rural
India,Bihar,Saharsa,Chhapra,118189,Rural
India,Bihar,Saharsa,Arrah,110972,Rural
India,Bihar,Saharsa,Arrah,113499,Urban
India,Bihar,Saharsa,Arrah,116946,Rural
India,Bihar,Samastipur,Buxar,110586,Urban
India,Bihar,Samastipur,Buxar,114758,Urban
India,Bihar,Samastipur,Buxar,114085,Urban
India,Bihar,Samastipur,Buxar,117139,Urban
India,Bihar,Samastipur,Buxar,110875,Urban
India,Bihar,Samastipur,Buxar,111018,Rural
India,Bihar,Samastipur,Buxar,116319,Urban
India,Bihar,Samastipur,Motihari,115594,Urban
India,Bihar,Samastipur,Motihari,116036,Rural
India,Bihar,Samastipur,Motihari,117279,Rural
India,Bihar,Samastipur,Motihari,116344,Urban
India,Bihar,Samastipur,Motihari,119436,Urban
India,Bihar,Samastipur,Motihari,110861,Rural
India,Bihar,Samastipur,Motihari,113022,Urban
India,Bihar,Samastipur,Darbhanga,113388,Urban
India,Bihar,Samastipur,Darbhanga,114348,Urban
India,Bihar,Samastipur,Darbhanga,112845,Urban
India,Bihar,Samastipur,Darbhanga,117992,Urban
India,Bihar,Samastipur,Darbhanga,110510,Rural
India,Bihar,Samastipur,Darbhanga,113492,Urban
India,Bihar,Samastipur,Darbhanga,115628,Rural
India,Bihar,Samastipur,Kishanganj,115661,Rural
India,Bihar,Samastipur,Kishanganj,116683,Rural
India,Bihar,Samastipur,Kishanganj,113034,Urban
India,Bihar,Samastipur,Kishanganj,117546,Rural
India,Bihar,Samastipur,Kishanganj,114278,Rural
India,Bihar,Samastipur,Kishanganj,116106,Urban
India,Bihar,Samastipur,Bhagalpur,113733,Urban
India,Bihar,Samastipur,Bhagalpur,119010,Urban
India,Bihar,Samastipur,Katihar,117775,Rural
India,Bihar,Samastipur,Katihar,119807,Urban
India,Bihar,Samastipur,Katihar,112287,Rural
India,Bihar,Samastipur,Katihar,113170,Urban
India,Bihar,Samastipur,Katihar,111503,Rural
India,Bihar,Samastipur,Katihar,119139,Urban
India,Bihar,Samastipur,Katihar,117070,Urban
India,Bihar,Samastipur,Katihar,115482,Urban
India,Bihar,Samastipur,Gaya,113390,Rural
India,Bihar,Samastipur,Gaya,114145,Rural
India,Bihar,Samastipur,Danapur,115955,Urban
India,Bihar,Samastipur,Danapur,112875,Urban
India,Bihar,Samastipur,Danapur,116908,Urban
India,Bihar,Samastipur,Danapur,116558,Rural
India,Bihar,Samastipur,Danapur,114297,Urban
India,Bihar,Samastipur,Danapur,116992,Urban
India,Bihar,Samastipur,Danapur,118795,Urban
India,Bihar,Samastipur,Danapur,114753,Urban
India,Bihar,Saran,Sasaram,114214,Urban
India,Bihar,Saran,Sasaram,113790,Urban
India,Bihar,Saran,Sasaram,113790,Urban
India,Bihar,Saran,Sasaram,112255,Rural
India,Bihar,Saran,Sasaram,114167,Rural
India,Bihar,Saran,Sasaram,113899,Urban
India,Bihar,Saran,Muzaffarpur,111835,Urban
India,Bihar,Saran,Muzaffarpur,114759,Rural
India,Bihar,Saran,Gaya,112155,Urban
India,Bihar,Saran,Gaya,113744,Rural
India,Bihar,Saran,Gaya,115971,Rural
India,Bihar,Saran,Dehri,118037,Rural
India,Bihar,Saran,Dehri,111563,Urban
India,Bihar,Saran,Sitamarhi,114133,Rural
India,Bihar,Saran,Sitamarhi,115620,Urban
India,Bihar,Saran,Sitamarhi,113259,Rural
India,Bihar,Saran,Sitamarhi,112589,Rural
India,Bihar,Saran,Danapur,118391,Rural
India,Bihar,Saran,Danapur,119760,Urban
India,Bihar,Saran,Danapur,110738,Urban
India,Bihar,Saran,Danapur,112625,Urban
India,Bihar,Saran,Danapur,119382,Urban
India,Bihar,Saran,Danapur,117305,Urban
India,Bihar,Saran,Danapur,112326,Urban
India,Bihar,Saran,Danapur,115810,Urban
India,Bihar,Saran,Arrah,115859,Urban
India,Bihar,Saran,Arrah,113188,Urban
India,Bihar,Saran,Arrah,114395,Urban
India,Bihar,Saran,Arrah,118240,Urban
India,Bihar,Saran,Arrah,115725,Urban
India,Bihar,Saran,Arrah,117775,Urban
India,Bihar,Saran,Arrah,116304,Urban
India,Bihar,Saran,Arrah,117299,Rural
India,Bihar,Saran,Kishanganj,116096,Urban
India,Bihar,Saran,Kishanganj,113341,Urban
India,Bihar,Saran,Kishanganj,113579,Rural
India,Bihar,Saran,Kishanganj,112659,Urban
India,Bihar,Saran,Kishanganj,118422,Rural
India,Bihar,Saran,Kishanganj,118658,Rural
India,Bihar,Saran,Saharsa,119023,Rural
India,Bihar,Saran,Saharsa,114973,Urban
India,Bihar,Saran,Motihari,119299,Urban
India,Bihar,Saran,Motihari,118834,Urban
India,Bihar,Saran,Motihari,110397,Urban
India,Bihar,Saran,Motihari,118996,Urban
India,Bihar,Saran,Motihari,115837,Urban
India,Bihar,Saran,Motihari,117798,Rural
India,Bihar,Saran,Motihari,119374,Urban
India,Bihar,Saran,Bhagalpur,111565,Urban
India,Bihar,Saran,Bhagalpur,119171,Urban
India,Bihar,Saran,Bhagalpur,118031,Urban
India,Bihar,Saran,Bhagalpur,116333,Urban
India,Bihar,Saran,Bhagalpur,118909,Urban
India,Bihar,Saran,Bhagalpur,112689,Urban
India,Bihar,Saran,Bhagalpur,113755,Urban
India,Bihar,Saran,Bhagalpur,119819,Urban
India,Bihar,Saran,Siwan,118142,Urban
India,Bihar,Saran,Siwan,112915,Urban
India,Bihar,Saran,Siwan,116668,Rural
India,Bihar,Saran,Siwan,110026,Rural
India,Bihar,Saran,Siwan,115534,Urban
India,Bihar,Saran,Siwan,117018,Urban
India,Bihar,Sheikhpura,Sasaram,119367,Urban
India,Bihar,Sheikhpura,Sasaram,116945,Urban
India,Bihar,Sheikhpura,Sasaram,114687,Rural
India,Bihar,Sheikhpura,Sasaram,110602,Rural
India,Bihar,Sheikhpura,Sasaram,116501,Rural
India,Bihar,Sheikhpura,Gaya,117861,Rural
India,Bihar,Sheikhpura,Gaya,119899,Rural
India,Bihar,Sheikhpura,Gaya,114519,Urban
India,Bihar,Sheikhpura,Gaya,110800,Rural
India,Bihar,Sheikhpura,Gaya,112072,Urban
India,Bihar,Sheikhpura,Gaya,110517,Rural
