Country,State,District,City,Area,Pincode,Property_Type,Avg_Price_Per_SqFt_INR,Urban_Rural
India,Assam,Morigaon,North Lakhimpur,IT Park,112416,Villa,892,Rural
India,Assam,Morigaon,North Lakhimpur,Durga Nagar,114261,Apartment,7791,Urban
India,Assam,Morigaon,North Lakhimpur,Shakti Nagar,118539,Villa,5844,Urban
India,Assam,Morigaon,Tinsukia,Hilltop,116379,Villa,4481,Urban
India,Assam,Morigaon,Tinsukia,Pearl Colony,114759,Plot,2172,Urban
India,Assam,Morigaon,Tinsukia,Marine Drive,113162,Villa,3900,Urban
India,Assam,Morigaon,Tinsukia,Wholesale Market,110363,Independent House,4945,Urban
India,Assam,Morigaon,Tinsukia,Orchid Road,117240,Independent House,6913,Urban
India,Assam,Morigaon,Tezpur,Queen's Road,119277,Plot,7387,Urban
India,Assam,Morigaon,Tezpur,Balaji Layout,113856,Plot,7800,Urban
India,Assam,Morigaon,Tezpur,Mosque Road,116817,Independent House,3265,Urban
India,Assam,Morigaon,Tezpur,Hauz Khas,110214,Villa,1962,Rural
India,Assam,Morigaon,Tezpur,Udyan,110456,Duplex,1682,Rural
India,Assam,Morigaon,Nagaon,Surya Nagar,113193,Duplex,6346,Urban
India,Assam,Morigaon,Nagaon,Sunset Avenue,115685,Plot,6408,Urban
India,Assam,Morigaon,Nagaon,Nau Area,112689,Apartment,2059,Rural
India,Assam,Morigaon,Nagaon,Kumhar Pura,119156,Plot,7883,Urban
India,Assam,Morigaon,Nagaon,Mandi Road,112675,Plot,4633,Urban
India,Assam,Morigaon,Nagaon,Kothi Road,111131,Duplex,2350,Rural
India,Assam,Morigaon,Sivasagar,School Street,116722,Apartment,1747,Rural
India,Assam,Morigaon,Sivasagar,Century Road,119907,Villa,2795,Urban
India,Assam,Morigaon,Sivasagar,Arjun Nagar,110769,Duplex,5744,Urban
India,Assam,Morigaon,Sivasagar,Sports Complex,111305,Independent House,5234,Urban
India,Assam,Morigaon,Nalbari,RK Puram,116018,Villa,2057,Urban
India,Assam,Morigaon,Nalbari,Lower Town,116169,Plot,3635,Urban
India,Assam,Morigaon,Guwahati,Taxi Stand,113367,Duplex,1287,Rural
India,Assam,Morigaon,Guwahati,Hanuman Nagar,118728,Duplex,4225,Urban
India,Assam,Morigaon,Guwahati,Mayur Vihar,116325,Duplex,2645,Urban
India,Assam,Morigaon,Guwahati,Diamond District,113484,Plot,3751,Urban
India,Assam,Nagaon,Nagaon,Rose Garden,118924,Independent House,4988,Urban
India,Assam,Nagaon,Nagaon,Bose Colony,117477,Duplex,2675,Urban
India,Assam,Nagaon,Nagaon,Ashok Nagar,116868,Villa,7384,Urban
India,Assam,Nagaon,Dibrugarh,Heritage Colony,119752,Duplex,1373,Rural
India,Assam,Nagaon,Dibrugarh,East Avenue,118589,Independent House,2029,Urban
India,Assam,Nagaon,Silchar,Civil Lines,119484,Villa,3427,Urban
India,Assam,Nagaon,Silchar,East Park,112494,Apartment,924,Rural
India,Assam,Nagaon,North Lakhimpur,East Extension,117449,Duplex,1475,Rural
India,Assam,Nagaon,North Lakhimpur,West Avenue,115084,Plot,5642,Urban
India,Assam,Nagaon,Dhubri,Cantonment,118817,Duplex,1941,Rural
India,Assam,Nagaon,Dhubri,West Park,114155,Independent House,6763,Urban
India,Assam,Nagaon,Dhubri,West Extension,116343,Duplex,2161,Urban
India,Assam,Nagaon,Dhubri,North Avenue,113574,Villa,4283,Urban
India,Assam,Nagaon,Dhubri,Old City,111857,Apartment,5011,Urban
India,Assam,Nalbari,Goalpara,North Park,113199,Apartment,1754,Rural
India,Assam,Nalbari,Goalpara,North Extension,113582,Villa,3644,Urban
India,Assam,Nalbari,Goalpara,South Avenue,114252,Plot,7965,Urban
India,Assam,Nalbari,Goalpara,New Town,115899,Villa,1352,Rural
India,Assam,Nalbari,Goalpara,South Park,114165,Plot,999,Rural
India,Assam,Nalbari,Nagaon,South Extension,116813,Duplex,2354,Rural
India,Assam,Nalbari,Nagaon,Central Avenue,117040,Villa,6039,Urban
India,Assam,Nalbari,Nagaon,City Centre,113512,Apartment,1372,Rural
India,Assam,Nalbari,Nagaon,Central Park,114755,Villa,7108,Urban
India,Assam,Nalbari,Nagaon,Central Extension,111553,Villa,1284,Rural
India,Assam,Nalbari,Nagaon,Civil Lines,111027,Apartment,6032,Urban
India,Assam,Nalbari,Karimganj,Cantonment,116429,Duplex,814,Rural
India,Assam,Nalbari,Karimganj,Old Town,111238,Duplex,6208,Urban
India,Assam,Nalbari,Karimganj,New Town,114405,Duplex,3473,Urban
India,Assam,Nalbari,Karimganj,City Centre,118946,Independent House,2617,Urban
India,Assam,Nalbari,Karimganj,Model Town,117268,Independent House,2473,Rural
India,Assam,Nalbari,Karimganj,Railway Colony,110761,Apartment,3622,Urban
India,Assam,Nalbari,Karimganj,Collectorate Area,116943,Duplex,6490,Urban
India,Assam,Nalbari,Karimganj,Court Area,118549,Plot,5076,Urban
India,Assam,Nalbari,Jorhat,Secretariat,118431,Duplex,2283,Rural
India,Assam,Nalbari,Jorhat,Gandhi Nagar,118318,Villa,1150,Rural
India,Assam,Nalbari,Jorhat,Nehru Nagar,117557,Villa,6343,Urban
India,Assam,Nalbari,Jorhat,Ambedkar Nagar,114117,Villa,2323,Rural
India,Assam,Nalbari,Jorhat,Rajaji Nagar,112951,Apartment,3706,Urban
India,Assam,Nalbari,Jorhat,Anna Nagar,113695,Plot,6891,Urban
India,Assam,Nalbari,Jorhat,Subhash Nagar,115808,Apartment,3938,Urban
India,Assam,Nalbari,Silchar,Netaji Nagar,116249,Plot,2882,Urban
India,Assam,Nalbari,Silchar,Indira Nagar,117239,Independent House,6419,Urban
India,Assam,Nalbari,Silchar,Rajiv Nagar,116549,Villa,5595,Urban
India,Assam,Nalbari,Kokrajhar,Sardar Puram,115298,Villa,5534,Urban
India,Assam,Nalbari,Kokrajhar,Lal Bahadur Colony,115711,Apartment,7375,Urban
India,Assam,Nalbari,Kokrajhar,Jawaharlal Layout,114997,Independent House,2058,Urban
India,Assam,Nalbari,Kokrajhar,Tilak Nagar,111252,Duplex,4476,Urban
India,Assam,Nalbari,Kokrajhar,Vivekananda Colony,114803,Independent House,1138,Rural
India,Assam,Nalbari,Kokrajhar,Tagore Town,119291,Duplex,2367,Rural
India,Assam,Sivasagar,Guwahati,Patel Nagar,112002,Duplex,921,Rural
India,Assam,Sivasagar,Guwahati,Shastri Nagar,115698,Apartment,2294,Rural
India,Assam,Sivasagar,Guwahati,Azad Nagar,112381,Plot,3350,Urban
India,Assam,Sivasagar,Nalbari,Bose Road,118468,Villa,5898,Urban
India,Assam,Sivasagar,Nalbari,Ram Nagar,116441,Independent House,2423,Urban
India,Assam,Sivasagar,Nalbari,Krishna Colony,117388,Independent House,2966,Urban
India,Assam,Sivasagar,Nalbari,Shiva Nagar,113851,Apartment,6457,Urban
India,Assam,Sivasagar,Nalbari,Vishnu Layout,111721,Plot,2067,Urban
India,Assam,Sivasagar,Dhubri,Lakshmi Nagar,113284,Independent House,5685,Urban
India,Assam,Sivasagar,Dhubri,Saraswati Puram,115610,Apartment,4431,Urban
India,Assam,Sivasagar,Dhubri,Durga Colony,111108,Villa,5895,Urban
India,Assam,Sivasagar,Dhubri,Hanuman Street,117568,Independent House,2196,Rural
India,Assam,Sivasagar,Silchar,Ganesh Nagar,113756,Plot,2044,Rural
India,Assam,Sivasagar,Silchar,Kali Bari,110151,Apartment,2757,Urban
India,Assam,Sivasagar,Silchar,Temple Road,119583,Apartment,1384,Rural
India,Assam,Sivasagar,Silchar,Church Street,112860,Independent House,951,Rural
India,Assam,Sivasagar,Silchar,Mosque Road,117359,Independent House,2494,Rural
India,Assam,Sivasagar,Silchar,Gurudwara Area,111845,Apartment,6675,Urban
India,Assam,Sivasagar,Hailakandi,MG Road,113632,Villa,5430,Urban
India,Assam,Sivasagar,Hailakandi,Main Road,119519,Duplex,2794,Urban
India,Assam,Sivasagar,Hailakandi,Station Road,115825,Duplex,2294,Rural
India,Assam,Sivasagar,Hailakandi,Bypass Road,110317,Duplex,3853,Urban
India,Assam,Sivasagar,Hailakandi,Ring Road,113856,Independent House,3564,Urban
India,Assam,Sivasagar,Karimganj,Market Area,111191,Apartment,7786,Urban
India,Assam,Sivasagar,Karimganj,Commercial Street,116425,Villa,5579,Urban
India,Assam,Sivasagar,Tinsukia,Shopping Complex,110145,Independent House,2438,Rural
India,Assam,Sivasagar,Tinsukia,Trade Centre,117538,Duplex,5465,Urban
India,Assam,Sivasagar,Tinsukia,Sadar Bazar,115833,Villa,2364,Rural
India,Assam,Sivasagar,Tinsukia,Bara Bazar,113193,Plot,1303,Rural
India,Assam,Sivasagar,Tinsukia,Kirana Market,114860,Apartment,3463,Urban
India,Assam,Sivasagar,Tinsukia,Mandi Area,116805,Duplex,5345,Urban
India,Assam,Sivasagar,Tinsukia,Bus Stand,112257,Duplex,6373,Urban
India,Assam,Sivasagar,Tezpur,East Extension,112012,Apartment,7050,Urban
India,Assam,Sivasagar,Tezpur,West Extension,112950,Independent House,1525,Rural
India,Assam,Sivasagar,Tezpur,North Colony,117909,Independent House,6842,Urban
India,Assam,Sivasagar,Tezpur,South Area,117739,Apartment,1101,Rural
India,Assam,Sivasagar,Tezpur,Central Zone,116421,Villa,1703,Rural
India,Assam,Sivasagar,Tezpur,Inner Circle,116456,Duplex,5890,Urban
India,Assam,Sivasagar,Tezpur,Outer Ring,111781,Plot,2035,Rural
India,Assam,Sivasagar,Tezpur,Upper Road,117747,Duplex,5384,Urban
India,Assam,Sivasagar,Jorhat,Lower Market,114871,Apartment,5536,Urban
India,Assam,Sivasagar,Jorhat,Park Road,112177,Apartment,3319,Urban
India,Assam,Sivasagar,Jorhat,Garden Colony,116637,Plot,4453,Urban
India,Assam,Sivasagar,Jorhat,Lake View,114905,Apartment,1632,Rural
India,Assam,Sivasagar,Jorhat,Hill View,114647,Apartment,1039,Rural
India,Assam,Sivasagar,Jorhat,River Side,116717,Apartment,1429,Rural
India,Assam,Sivasagar,Jorhat,Fort Area,112476,Plot,3328,Urban
India,Assam,Sivasagar,Jorhat,Palace Road,113740,Independent House,4558,Urban
India,Assam,Sonitpur,Silchar,Stadium Road,118941,Villa,4040,Urban
India,Assam,Sonitpur,Silchar,Hospital Road,111237,Independent House,4889,Urban
India,Assam,Sonitpur,Silchar,University Road,117836,Duplex,4866,Urban
India,Assam,Sonitpur,Silchar,Airport Road,117161,Duplex,5440,Urban
India,Assam,Sonitpur,Silchar,IT Park,117463,Duplex,5862,Urban
India,Assam,Sonitpur,Dibrugarh,Industrial Area,111622,Apartment,2331,Rural
India,Assam,Sonitpur,Dibrugarh,Tech Zone,115628,Duplex,7310,Urban
India,Assam,Sonitpur,Jorhat,Business District,117677,Independent House,6025,Urban
India,Assam,Sonitpur,Jorhat,Green Park,110825,Villa,3232,Urban
India,Assam,Sonitpur,Jorhat,Flora Valley,113020,Villa,6349,Urban
India,Assam,Sonitpur,Jorhat,Sunrise Colony,116779,Villa,7659,Urban
India,Assam,Sonitpur,Jorhat,Sunset Avenue,117412,Villa,1398,Rural
India,Assam,Sonitpur,Jorhat,Valley View,115941,Independent House,1107,Rural
India,Assam,Sonitpur,Jorhat,Highland,118477,Plot,2359,Rural
India,Assam,Sonitpur,Dhubri,Meadows,116274,Independent House,959,Rural
India,Assam,Sonitpur,Dhubri,Paradise Colony,112425,Apartment,7329,Urban
India,Assam,Sonitpur,Dhubri,Silver Oak,117943,Apartment,2728,Urban
India,Assam,Sonitpur,Dhubri,Golden Avenue,111155,Duplex,1496,Rural
India,Assam,Sonitpur,Dhubri,Ashok Nagar,116636,Apartment,3902,Urban
India,Assam,Sonitpur,Dhubri,Anand Vihar,111105,Duplex,3852,Urban
India,Assam,Sonitpur,Bongaigaon,Amar Colony,118451,Plot,4192,Urban
India,Assam,Sonitpur,Bongaigaon,Arjun Nagar,115925,Duplex,5751,Urban
India,Assam,Sonitpur,Bongaigaon,Balaji Layout,114670,Independent House,4289,Urban
India,Assam,Sonitpur,Bongaigaon,Bharat Nagar,117161,Duplex,1802,Rural
India,Assam,Sonitpur,Bongaigaon,Chanakya Puri,115868,Independent House,7810,Urban
India,Assam,Sonitpur,Bongaigaon,Dayal Colony,112956,Plot,1392,Rural
India,Assam,Sonitpur,Bongaigaon,Gautam Nagar,110924,Apartment,3612,Urban
India,Assam,Sonitpur,Bongaigaon,Hari Nagar,114784,Independent House,2188,Urban
India,Assam,Sonitpur,Haflong,Jain Colony,118417,Duplex,2300,Rural
India,Assam,Sonitpur,Haflong,Kiran Vihar,112514,Plot,7020,Urban
India,Assam,Sonitpur,Haflong,Laxman Nagar,110903,Apartment,3110,Urban
India,Assam,Sonitpur,Haflong,Moti Nagar,116748,Duplex,6599,Urban
India,Assam,Sonitpur,Haflong,Nirman Vihar,112556,Apartment,1644,Rural
India,Assam,Sonitpur,Haflong,Om Nagar,118982,Apartment,1601,Rural
India,Assam,Sonitpur,Diphu,Paschim Vihar,118522,Villa,969,Rural
India,Assam,Sonitpur,Diphu,Purva Colony,117234,Villa,7049,Urban
India,Assam,Sonitpur,Diphu,Raghav Layout,117879,Plot,1904,Rural
India,Assam,Sonitpur,Diphu,Satya Nagar,113000,Villa,5488,Urban
India,Assam,Sonitpur,Diphu,Uday Park,115918,Apartment,3754,Urban
India,Assam,Sonitpur,Diphu,Vijay Nagar,112039,Apartment,2244,Rural
India,Assam,Sonitpur,Nagaon,Yogi Colony,111572,Plot,3847,Urban
India,Assam,Sonitpur,Nagaon,Prakash Nagar,117109,Duplex,3464,Urban
India,Assam,Sonitpur,Nagaon,Shanti Nagar,111166,Villa,3376,Urban
India,Assam,Sonitpur,Nagaon,Keshav Nagar,110781,Independent House,6627,Urban
India,Assam,Sonitpur,Nalbari,Mahavir Nagar,116961,Apartment,1305,Rural
India,Assam,Sonitpur,Nalbari,Radha Krishna Colony,117145,Duplex,1526,Rural
India,Assam,Sonitpur,Nalbari,Shankar Nagar,116609,Villa,4446,Urban
India,Assam,Sonitpur,Nalbari,Srinivasa Layout,116450,Plot,7055,Urban
India,Assam,Sonitpur,Kokrajhar,Vasant Vihar,114357,Apartment,2404,Rural
India,Assam,Sonitpur,Kokrajhar,Chandra Layout,113134,Duplex,5923,Urban
India,Assam,Sonitpur,Tinsukia,Surya Nagar,119506,Independent House,5074,Urban
India,Assam,Sonitpur,Tinsukia,Prabhat Colony,114832,Independent House,6235,Urban
India,Assam,Sonitpur,Tinsukia,Usha Nagar,115873,Apartment,3865,Urban
India,Assam,Sonitpur,Tinsukia,Ravi Shankar Nagar,110496,Independent House,4510,Urban
India,Assam,Sonitpur,Tinsukia,Sai Nagar,114296,Duplex,1329,Rural
India,Assam,Sonitpur,Guwahati,Saat Rasta,118609,Independent House,5614,Urban
India,Assam,Sonitpur,Guwahati,Paltan Bazaar,115396,Apartment,3578,Urban
India,Assam,Sonitpur,Guwahati,Crystal Garden,113021,Duplex,7848,Urban
India,Assam,Sonitpur,Guwahati,Usha Nagar,117015,Independent House,7071,Urban
India,Assam,Sonitpur,Guwahati,Highland Park,110467,Apartment,2339,Rural
India,Assam,Sonitpur,Guwahati,Sai Nagar,119937,Plot,2205,Rural
India,Assam,South Salmara-Mankachar,Tinsukia,Monastery Road,112132,Apartment,6038,Urban
India,Assam,South Salmara-Mankachar,Tinsukia,Purab Colony,117756,Apartment,3086,Urban
India,Assam,South Salmara-Mankachar,Tinsukia,Cinema Road,111054,Apartment,5343,Urban
India,Assam,South Salmara-Mankachar,Tinsukia,Masjid Area,113377,Duplex,5899,Urban
India,Assam,South Salmara-Mankachar,Tinsukia,Recreation Ground,114704,Villa,4008,Urban
India,Assam,South Salmara-Mankachar,Tinsukia,Central Zone,111581,Duplex,5806,Urban
India,Assam,South Salmara-Mankachar,Tinsukia,Shiksha Nagar,111307,Independent House,2610,Urban
India,Assam,South Salmara-Mankachar,Dibrugarh,Civil Lines,116648,Villa,4082,Urban
India,Assam,South Salmara-Mankachar,Dibrugarh,Creek Area,112302,Duplex,5835,Urban
India,Assam,South Salmara-Mankachar,Nagaon,Chandra Layout,118703,Duplex,6622,Urban
India,Assam,South Salmara-Mankachar,Nagaon,Kamala Nagar,114180,Independent House,2107,Rural
India,Assam,South Salmara-Mankachar,Nalbari,Char Imli,114676,Independent House,3701,Urban
India,Assam,South Salmara-Mankachar,Nalbari,Prince Road,118459,Plot,6743,Urban
India,Assam,South Salmara-Mankachar,Nalbari,Ram Nagar,110418,Independent House,5004,Urban
India,Assam,South Salmara-Mankachar,Nalbari,Vrindavan Colony,116826,Duplex,4442,Urban
India,Assam,South Salmara-Mankachar,Nalbari,Export Zone,119828,Independent House,2155,Rural
India,Assam,South Salmara-Mankachar,Nalbari,Lal Bahadur Nagar,118480,Independent House,5986,Urban
India,Assam,South Salmara-Mankachar,Nalbari,Awas Vihar,118274,Independent House,2393,Rural
India,Assam,South Salmara-Mankachar,Jorhat,University Road,110148,Villa,1595,Rural
India,Assam,South Salmara-Mankachar,Jorhat,Karmchari Nagar,117251,Villa,7176,Urban
India,Assam,South Salmara-Mankachar,Jorhat,Railway Colony,115146,Apartment,6065,Urban
India,Assam,South Salmara-Mankachar,Jorhat,Talab Area,111306,Plot,7536,Urban
India,Assam,South Salmara-Mankachar,Jorhat,West Extension,116523,Villa,6030,Urban
India,Assam,South Salmara-Mankachar,Jorhat,Kirana Market,114167,Duplex,3821,Urban
India,Assam,South Salmara-Mankachar,Jorhat,Fort Area,113195,Duplex,1269,Rural
India,Assam,South Salmara-Mankachar,Haflong,Harbor Road,111440,Plot,4775,Urban
India,Assam,South Salmara-Mankachar,Haflong,Chowrasta,110597,Apartment,2521,Urban
India,Assam,South Salmara-Mankachar,Haflong,Safdarjung Enclave,111740,Duplex,3106,Urban
India,Assam,South Salmara-Mankachar,Haflong,College Road,117345,Independent House,5781,Urban
India,Assam,South Salmara-Mankachar,Haflong,River Side,110249,Plot,1606,Rural
India,Assam,South Salmara-Mankachar,Haflong,Hospital Road,119903,Villa,3931,Urban
India,Assam,South Salmara-Mankachar,North Lakhimpur,Shopping Complex,117253,Plot,2716,Urban
India,Assam,South Salmara-Mankachar,North Lakhimpur,Play Ground Area,117476,Villa,804,Rural
India,Assam,South Salmara-Mankachar,North Lakhimpur,Qutub Area,114471,Independent House,2435,Urban
India,Assam,South Salmara-Mankachar,North Lakhimpur,North Colony,113909,Duplex,7889,Urban
India,Assam,South Salmara-Mankachar,North Lakhimpur,Ganesh Puram,118861,Plot,1983,Rural
India,Assam,South Salmara-Mankachar,North Lakhimpur,Ratna Vihar,110805,Duplex,2173,Urban
India,Assam,South Salmara-Mankachar,North Lakhimpur,Prakash Nagar,111245,Apartment,6288,Urban
India,Assam,South Salmara-Mankachar,North Lakhimpur,Jor Bagh,119628,Plot,5651,Urban
India,Assam,South Salmara-Mankachar,Tezpur,Fancy Bazaar,116646,Plot,3707,Urban
India,Assam,South Salmara-Mankachar,Tezpur,Flora Valley,117551,Plot,5634,Urban
India,Assam,South Salmara-Mankachar,Tezpur,Station Road,115433,Apartment,2170,Rural
India,Assam,South Salmara-Mankachar,Tezpur,Market Area,115292,Villa,7989,Urban
India,Assam,South Salmara-Mankachar,Tezpur,Moti Nagar,114732,Plot,1264,Rural
India,Assam,South Salmara-Mankachar,Tezpur,Amar Colony,115037,Apartment,6547,Urban
India,Assam,South Salmara-Mankachar,Tezpur,Kasai Mohalla,114615,Villa,6355,Urban
India,Assam,South Salmara-Mankachar,Tezpur,Millennium Park,113390,Apartment,6396,Urban
India,Assam,South Salmara-Mankachar,Mangaldoi,Backbay,112310,Plot,3351,Urban
India,Assam,South Salmara-Mankachar,Mangaldoi,Palace Road,119707,Independent House,5010,Urban
India,Assam,South Salmara-Mankachar,Mangaldoi,Mandir Marg,118972,Plot,6902,Urban
India,Assam,South Salmara-Mankachar,Mangaldoi,Ambedkar Nagar,114504,Plot,4189,Urban
India,Assam,South Salmara-Mankachar,Mangaldoi,Hari Nagar,115172,Villa,3312,Urban
India,Assam,South Salmara-Mankachar,Mangaldoi,Main Road,111040,Duplex,1339,Rural
India,Assam,South Salmara-Mankachar,Diphu,Anand Vihar,119974,Independent House,2458,Rural
India,Assam,South Salmara-Mankachar,Diphu,Gyan Vihar,114527,Apartment,6963,Urban
India,Assam,South Salmara-Mankachar,Diphu,Bhagat Singh Nagar,112465,Independent House,5505,Urban
India,Assam,South Salmara-Mankachar,Diphu,Outer Ring,116354,Plot,6483,Urban
India,Assam,South Salmara-Mankachar,Diphu,Red Fort Area,110757,Duplex,7263,Urban
India,Assam,South Salmara-Mankachar,Barpeta,CGHS Colony,110112,Duplex,4583,Urban
India,Assam,South Salmara-Mankachar,Barpeta,Kirti Nagar,119202,Villa,5800,Urban
India,Assam,Tinsukia,North Lakhimpur,Patel Nagar,118835,Duplex,6839,Urban
India,Assam,Tinsukia,North Lakhimpur,Dayal Colony,110408,Independent House,830,Rural
India,Assam,Tinsukia,North Lakhimpur,Paschim Colony,118816,Plot,6621,Urban
India,Assam,Tinsukia,North Lakhimpur,Ashram Road,111615,Duplex,5321,Urban
India,Assam,Tinsukia,North Lakhimpur,Riverside Colony,115430,Villa,7777,Urban
India,Assam,Tinsukia,North Lakhimpur,Gurudwara Road,112675,Plot,2325,Rural
India,Assam,Tinsukia,North Lakhimpur,Ruby Avenue,114892,Duplex,5881,Urban
India,Assam,Tinsukia,Nalbari,Sunrise Colony,118659,Duplex,1094,Rural
India,Assam,Tinsukia,Nalbari,Keshav Nagar,114062,Villa,900,Rural
India,Assam,Tinsukia,Nalbari,Sadak,116177,Independent House,2643,Urban
India,Assam,Tinsukia,Nalbari,Purana Qila,115656,Apartment,1268,Rural
India,Assam,Tinsukia,Nalbari,Shankar Nagar,119281,Duplex,6056,Urban
India,Assam,Tinsukia,Nalbari,Lake View,110720,Plot,7423,Urban
India,Assam,Tinsukia,Nalbari,Nehru Nagar,113406,Apartment,3831,Urban
India,Assam,Tinsukia,Kokrajhar,Beach Road,117725,Apartment,3429,Urban
India,Assam,Tinsukia,Kokrajhar,Cooperative Colony,118757,Apartment,6833,Urban
India,Assam,Tinsukia,Kokrajhar,Decade Avenue,110959,Duplex,6778,Urban
India,Assam,Tinsukia,Kokrajhar,Srinivasa Layout,112200,Villa,7153,Urban
India,Assam,Tinsukia,Kokrajhar,Vikas Nagar,115303,Independent House,6689,Urban
India,Assam,Tinsukia,Kokrajhar,Azad Nagar,112194,Apartment,1516,Rural
India,Assam,Tinsukia,Karimganj,Silver Oak,116409,Duplex,7745,Urban
India,Assam,Tinsukia,Karimganj,Subhash Nagar,119717,Apartment,1079,Rural
India,Assam,Tinsukia,Karimganj,Sunflower Park,114918,Independent House,4996,Urban
India,Assam,Tinsukia,Karimganj,Collectorate,118731,Independent House,1933,Rural
India,Assam,Tinsukia,Karimganj,Tagore Town,111873,Duplex,4066,Urban
India,Assam,Tinsukia,Tezpur,Raghav Layout,112520,Independent House,2549,Urban
India,Assam,Tinsukia,Tezpur,Shastri Nagar,119158,Plot,2473,Rural
India,Assam,Tinsukia,Tezpur,Kasba,118467,Plot,3437,Urban
India,Assam,Tinsukia,Tezpur,Cantonment,118609,Independent House,3235,Urban
India,Assam,Tinsukia,Tezpur,Church Street,115043,Apartment,5386,Urban
India,Assam,Tinsukia,Mangaldoi,Prem Nagar,110210,Villa,1086,Rural
India,Assam,Tinsukia,Mangaldoi,Friends Colony,111739,Villa,3117,Urban
India,Assam,Tinsukia,Hailakandi,Engineers Colony,119349,Plot,7299,Urban
India,Assam,Tinsukia,Hailakandi,Banyan Tree Area,118654,Plot,6249,Urban
India,Assam,Tinsukia,Silchar,Victoria Park,110281,Independent House,5253,Urban
India,Assam,Tinsukia,Silchar,Lodhi Colony,110531,Independent House,1533,Rural
India,Assam,Tinsukia,Silchar,Shiva Nagar,110516,Apartment,2618,Urban
India,Assam,Tinsukia,Silchar,Om Nagar,119240,Independent House,3130,Urban
India,Assam,Tinsukia,Silchar,King's Circle,114687,Plot,5303,Urban
India,Assam,Tinsukia,Diphu,Chanakya Puri,112235,Independent House,7291,Urban
India,Assam,Tinsukia,Diphu,Housing Board Colony,114351,Independent House,6964,Urban
India,Assam,Tinsukia,Diphu,Bhakti Nagar,116783,Plot,2256,Rural
India,Assam,Tinsukia,Sivasagar,Mangal Nagar,115549,Duplex,6201,Urban
India,Assam,Tinsukia,Sivasagar,Sainik Colony,111302,Duplex,3875,Urban
India,Assam,Tinsukia,Sivasagar,Cosmopolitan Road,116892,Duplex,4123,Urban
India,Assam,Tinsukia,Sivasagar,Kali Mandir Road,112460,Villa,3610,Urban
India,Assam,Tinsukia,Sivasagar,Uday Park,111884,Duplex,6117,Urban
India,Assam,Tinsukia,Sivasagar,Kattra,115943,Apartment,4735,Urban
India,Assam,Tinsukia,Sivasagar,Venkatesh Nagar,110438,Villa,3164,Urban
India,Assam,Tinsukia,Bongaigaon,Bagh,116584,Plot,3749,Urban
India,Assam,Tinsukia,Bongaigaon,Emerald Park,115176,Plot,2034,Urban
India,Assam,Tinsukia,Bongaigaon,Bharat Nagar,117626,Apartment,803,Rural
India,Assam,Tinsukia,Bongaigaon,Dakshin Vihar,114471,Villa,1324,Rural
India,Assam,Tinsukia,Nagaon,Shahr Area,111558,Villa,4048,Urban
India,Assam,Tinsukia,Nagaon,Marigold Colony,118194,Plot,2451,Urban
India,Assam,Tinsukia,Nagaon,Old City,118174,Apartment,6036,Urban
India,Assam,Tinsukia,Nagaon,Taj Nagar,112452,Apartment,6512,Urban
India,Assam,Tinsukia,Jorhat,Das Nagar,117597,Independent House,2653,Urban
India,Assam,Tinsukia,Jorhat,IT Park,114945,Apartment,5773,Urban
India,Assam,Tinsukia,Jorhat,Durga Nagar,117417,Independent House,4609,Urban
India,Assam,Tinsukia,Jorhat,Shakti Nagar,117457,Villa,6585,Urban
India,Assam,Tinsukia,Jorhat,Hilltop,118763,Independent House,3331,Urban
India,Assam,Tinsukia,Jorhat,Pearl Colony,111101,Duplex,3405,Urban
India,Assam,Tinsukia,Jorhat,Marine Drive,112213,Duplex,4481,Urban
India,Assam,Tinsukia,Jorhat,Wholesale Market,113393,Apartment,7826,Urban
India,Assam,Tinsukia,Dhubri,Orchid Road,115356,Independent House,1545,Rural
India,Assam,Tinsukia,Dhubri,Queen's Road,116848,Independent House,1106,Rural
India,Assam,Tinsukia,Dhubri,Balaji Layout,116200,Apartment,4626,Urban
India,Assam,Tinsukia,Dhubri,Mosque Road,115427,Independent House,2838,Urban
India,Assam,Tinsukia,Barpeta,Hauz Khas,113022,Villa,2472,Urban
India,Assam,Tinsukia,Barpeta,Udyan,119329,Duplex,4143,Urban
India,Assam,Tinsukia,Barpeta,Surya Nagar,116858,Apartment,5300,Urban
India,Assam,Tinsukia,Barpeta,Sunset Avenue,110602,Apartment,3640,Urban
India,Assam,Tinsukia,Barpeta,Nau Area,118401,Villa,1904,Rural
India,Assam,Tinsukia,Barpeta,East Avenue,119870,Apartment,6050,Urban
India,Assam,Udalguri,Dibrugarh,Civil Lines,116723,Villa,1272,Rural
India,Assam,Udalguri,Dibrugarh,East Park,119755,Plot,3243,Urban
India,Assam,Udalguri,Dibrugarh,East Extension,110159,Independent House,2915,Urban
India,Assam,Udalguri,Dibrugarh,West Avenue,110100,Villa,5724,Urban
India,Assam,Udalguri,Dibrugarh,Cantonment,111086,Apartment,6496,Urban
India,Assam,Udalguri,Haflong,West Park,113827,Villa,6540,Urban
India,Assam,Udalguri,Haflong,West Extension,113089,Apartment,4874,Urban
India,Assam,Udalguri,Haflong,North Avenue,117769,Plot,6233,Urban
India,Assam,Udalguri,Haflong,Old City,115362,Duplex,2344,Rural
India,Assam,Udalguri,Haflong,North Park,118208,Independent House,7722,Urban
